vessel_id,mmsi,imo,shipname,callsign,flag_code,flag,ship_type_summary,ship_type_detail_name,length_m,width_m,dwt,grt,year_built
0195ea7e-3ac0-70b7-8a42-d5b2cacf4683,563261900,9950856.0,EVER WISH,9V7808,SG,Singapore (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X","Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",172.0,32.0,27997.0,27145.0,2025.0
01978823-9dc8-7d5d-a1e5-e8f5d6e69397,477997242,1046453.0,NGON SHUEN II,VRS6488,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Cargo ships, all ships of this type",Container Ship,93.0,21.0,4594.0,4661.0,2025.0
0186949e-f9a0-7a83-b50a-c1b6dbd5b1f4,372280000,9741413.0,ONE HAWK,H3BL,PA,Panama (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS",Container Ship,364.0,51.0,138907.0,145407.0,2017.0
017bbeba-5e10-7597-bb5b-7266002e615e,636020600,9897028.0,MSC ALLEGRA,D5ZY5,LR,Liberia (Republic of),"Cargo ships, all ships of this type",Container Ship,399.76999,61.029999,228406.0,228786.0,2021.0
0175773b-dbc8-73cc-af1e-8a73d7ff9bd9,563116500,9871311.0,WAN HAI 283,9V6502,SG,Singapore (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,175.05,28.629999,23803.0,20924.0,2020.0
0186086d-d870-7149-ae09-ebc38b6c5e61,235086166,9493365.0,NOBLE ACE,2ELO7,GB,United Kingdom of Great Britain and Northern Ireland,"Cargo ships, no additional information",Vehicles Carrier,199.97,32.26,18946.0,59515.0,2011.0
014e473e-8ed8-7a2c-a0d5-82905b1ba436,477095600,9486506.0,NEW WISDOM,VRJC8,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Tanker(s), all ships of this type",Crude Oil Tanker,333.0,60.0,317960.0,164680.0,2011.0
014e46ea-a660-71ed-8025-569c8c8002fc,477997031,9037496.0,CHAI WAN,SSD,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Cargo ships, all ships of this type",Container Ship,69.0,18.0,1848.0,1746.0,1992.0
014e46ff-9d90-789c-a0e3-61329c05950b,564241000,9143465.0,LILA BHUM,S6LX,BS,Bahamas (Commonwealth of the),"Cargo ships, all ships of this type",Container Ship,135.89999,22.0,10901.0,8443.0,1997.0
014e46e9-f698-7565-a193-233459c73e9c,412032000,9494371.0,WU ZHU HAI,BOCM,CN,China (People's Republic of),"Cargo ships, all ships of this type",Bulk Carrier,225.0,32.26,76427.0,40896.0,2008.0
0180b67e-6f48-72ad-a2d5-da5870e9e0cf,563291200,9937335.0,ONE PARANA,9V9481,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X","Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",330.0,48.34,132236.0,114643.0,2022.0
0187c610-1338-7628-afe5-2b30c342c540,563187500,9554688.0,WAN HAI 361,9V7393,SG,Singapore (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,203.5,35.0,36493.0,30519.0,2023.0
014e4c19-5730-78b7-8cb5-50a525647b1b,212714000,9363364.0,VANCOUVER,C4ZL2,CY,Cyprus (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,260.04001,32.299999,50632.0,40030.0,2007.0
01851aaf-6b30-78ce-81e3-3dd7e6f390ac,636022523,9919498.0,EVER OMNI,5LJF4,LR,Liberia (Republic of),Other types of ship,Container Ship,194.89999,32.259998,32500.0,27300.0,2023.0
0186fcb3-00b8-78d7-9b36-5d94c1a32e8b,414807000,9938937.0,ZHONG GU CHANG CHUN,BPFN9,CN,China (People's Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,228.0,40.0,87571.0,54466.0,2023.0
015dab79-2e80-7f02-901b-e754787339b8,351465000,9786932.0,EVER BLISS,H9PP,PA,Panama (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS","Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS",212.0,33.0,37872.0,33266.0,2017.0
014e4a74-b398-7337-b506-1a321806c77f,249235000,9689677.0,ZORBAS,9HA6184,GR,Greece,"Cargo ships, all ships of this type",Bulk Carrier,292.0,45.0,179033.0,93202.0,2014.0
0172bd3f-8460-7e1e-b34a-8af19ba33786,355341000,9869992.0,EVER CHARM,3EFF5,PA,Panama (Republic of),"Cargo ships, all ships of this type",Container Ship,172.07001,25.0,22382.0,17933.0,2020.0
0187c5be-74b0-7011-8aa8-6b709b3ffec2,477890900,9941075.0,SITC HUIMING,VRVE2,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,186.0,36.0,34000.0,29535.0,2023.0
014e4703-a0e8-750c-9e9e-572ba464c4c4,477248300,9363962.0,HF FORTUNE,VRXV3,AG,Antigua and Barbuda,"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X","Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",142.7,22.629999,12782.0,9610.0,2008.0
014e4703-9d00-74c9-a001-e605caa5cca5,441174000,9131852.0,KMTC PUSAN,DSFT8,KR,Korea (Republic of),"Cargo ships, all ships of this type",Container Ship,168.56,26.0,21054.0,16717.0,1997.0
014e46eb-e6b0-78cd-988c-00eeb2cfda5a,352003099,9342798.0,TC MESSENGER,3E5979,BS,Bahamas (Commonwealth of the),"Cargo ships, all ships of this type",Container Ship,145.12,22.4,12597.0,9549.0,2007.0
014e5291-fcc0-702d-b30e-60b90f1c38c3,354252000,9443877.0,GRAND ACE10,3EPV8,PA,Panama (Republic of),"Tanker(s), carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category Z","Tanker(s), carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category Z",183.0,32.0,46159.0,30049.0,2008.0
018fe606-9470-733a-af09-07a49bdffead,477979400,9943657.0,SITC MINHE,VRVE9,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,146.5,24.0,12991.0,9973.0,2024.0
014e61d5-9868-70fd-9697-75ef5e34716d,574947000,9557460.0,HUONG ANH 59,3WAN,VN,Viet Nam (Socialist Republic of),"Cargo ships, all ships of this type",Bulk Carrier,79.199997,12.6,3020.0,1599.0,2009.0
0164a664-a8a0-7585-b005-d50d5bb1557c,372354000,9784130.0,EVER BRAVE,3FEB,PA,Panama (Republic of),"Cargo ships, all ships of this type",Container Ship,211.0,33.0,30000.0,32691.0,2018.0
0180f4e7-9b88-7ab8-ab23-0f4aa7295c14,477811700,9918705.0,SITC LIDE,VRUR6,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,171.89999,28.450001,22000.0,18848.0,2022.0
018dd685-d2d8-7cbe-8a1f-eaa0d12fd6d1,574006040,9967055.0,HAIAN BETA,XVMQ7,PA,Panama (Republic of),"Cargo ships, all ships of this type",Container Ship,172.0,28.0,24366.0,18852.0,2024.0
014e53df-73f0-75ab-beaf-c39906a01e15,352001126,9332420.0,LS VENUS,3E3406,GB,United Kingdom of Great Britain and Northern Ireland,"Tanker(s), carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category Y","Tanker(s), carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category Y",126.0,20.0,12872.0,8455.0,2007.0
0170f5f8-56d0-7528-9287-6acd738aced4,356907000,9869980.0,EVER CHANT,H9QK,PA,Panama (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS",Container Ship,172.0,27.43,22390.0,17933.0,2020.0
014e4aac-d2c8-7c4b-8e2f-f7a95db4bf48,538010314,9387750.0,VISHVAKARMAA,V7A5882,SG,Singapore (Republic of),"Tanker(s), all ships of this type",LPG Tanker,225.28,36.599998,58560.0,47266.0,2009.0
014e46eb-5df8-7292-8612-52d2638fd04c,563161800,9360245.0,MAERSK JIANGYIN,9V8106,CY,Cyprus (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category Z",Container Ship,221.75,29.860001,37866.0,28007.0,2007.0
014e46fb-ec40-75ba-a172-0ff73c850ad9,256169000,9705081.0,CMA CGM VOLGA,9HA3846,MT,Malta,"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,299.95001,48.200001,116354.0,96704.0,2015.0
018ad9c4-a5d0-7cb4-a700-fd08843aa925,636022342,9983396.0,MATOYA BAY,5LII2,LR,Liberia (Republic of),"Cargo ships, all ships of this type",Container Ship,186.0,35.0,37242.0,29796.0,2023.0
014e46eb-7950-74ef-8987-f9fb0e41d563,219631000,9632155.0,METTE MAERSK,OWRS2,DK,Denmark,"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,399.20001,59.0,214733.0,194849.0,2015.0
0183a85e-8bc0-7247-b018-f85148f716a0,636021595,9919486.0,EVER ORIGIN,5LES7,LR,Liberia (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS",Container Ship,194.96001,33.0,33541.0,27025.0,2022.0
0187bb13-3190-78a1-9389-0c4f7ad32bb0,477890800,9958597.0,HONG TAI,VRVN4,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Tanker(s), carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS",LPG/Chemical Tanker,99.949997,17.0,4338.0,4498.0,2023.0
014e46ed-84c0-787d-88b9-3533aad6a811,370680000,9216236.0,HOANH SON SKY,3FJK7,MH,Marshall Islands (Republic of the),"Cargo ships, all ships of this type",Bulk Carrier,224.89,32.299999,74082.0,39973.0,2001.0
014e46f7-8740-784d-a988-f6f202394ad4,210616000,9447184.0,COALMAX,5BVR3,CY,Cyprus (Republic of),"Cargo ships, all ships of this type",Bulk Carrier,299.95001,49.0,203100.0,106804.0,2013.0
014e47b3-0f10-7396-ad8c-f9895b1dc774,636019096,9454565.0,BERGE STANLEY,D5SX6,PA,Panama (Republic of),"Cargo ships, all ships of this type",Bulk Carrier,295.0,46.0,180145.0,94710.0,2011.0
017f96ad-05e0-7acf-9f46-6e743e4e5b47,229416000,9886744.0,CLEAN COPANO,9HA5492,MT,Malta,"Tanker(s), carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS",LNG Tanker,299.0,48.9,107817.0,130200.0,2022.0
01584237-05a0-7bf9-94f2-bb851567d175,413489920,9722754.0,TIAN JIAN,BOAR,CN,China (People's Republic of),"Cargo ships, all ships of this type",Heavy Lift Vessel,189.99001,28.5,37979.0,26770.0,2016.0
014e46eb-17a8-72e8-bf44-12876e7b748e,636018571,9463047.0,MSC EMMA,D5QH6,SG,Singapore (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,366.0,48.200001,141406.0,141649.0,2011.0
014e46ec-d8e0-7703-b992-ada4eaa3980d,256937000,9308508.0,BEIJING,9HA4041,GR,Greece,"Cargo ships, all ships of this type",Container Ship,350.54999,42.799999,107504.0,109149.0,2006.0
014e4738-4578-7441-81c8-a65399916b34,565357000,9681235.0,KOTA SEGAR,9V2125,SG,Singapore (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,228.0,37.0,51739.0,41653.0,2014.0
018ef4af-f4e0-79e0-bc17-a17654e787cd,413582450,9994917.0,DING HENG 30,BPNZ7,CN,China (People's Republic of),"Tanker(s), carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category Z",Oil/Chemical Tanker,112.0,18.0,6392.0,4626.0,2024.0
01926a45-3730-7381-9acb-074f84e2e999,563240200,9950973.0,EVER VIVA,9V7817,SG,Singapore (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS",Container Ship,209.8,35.0,43719.0,35697.0,2024.0
014e46ea-c1b8-7111-9ffb-6349e70ccbd6,414700000,9523005.0,XIN QIN ZHOU,BPKF,CN,China (People's Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,255.0,37.0,66903.0,47917.0,2012.0
014e49d4-be60-7294-b185-fd093a7ffbf2,353329000,9176216.0,TRANS FUTURE 1,3FGB8,PA,Panama (Republic of),"Cargo ships, all ships of this type",Vehicles Carrier,172.0,25.0,10347.0,25667.0,1998.0
014e46f0-a1a0-7256-a9cc-9cd3b719985a,477752400,9518359.0,COSCO AQABA,VRMN8,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,261.10001,32.25,49979.0,40465.0,2013.0
014e46fc-80b0-71a9-9efe-83d63703b7f9,413165000,9337925.0,XIN MEI ZHOU,BPKC,CN,China (People's Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,335.0,42.799999,102453.0,90757.0,2008.0
014e4764-1450-71f1-855a-dbacee228508,477950900,9425045.0,SC CHONGQING,VRIZ7,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Tanker(s), carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category Y","Tanker(s), carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category Y",115.0,18.6,9167.0,6028.0,2010.0
014e4d9c-f5a8-7b6b-b31f-7baed2b6e205,477225300,9380269.0,WAN HAI 172,VRFF4,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Tanker(s), carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category Y",Container Ship,172.10001,27.299999,22177.0,16471.0,2009.0
014e4895-4920-76de-933a-3d9fdee518bc,477811100,9367205.0,OOCL ITALY,VRUQ7,SG,Singapore (Republic of),"Cargo ships, all ships of this type",Container Ship,280.54001,40.0,66940.0,66462.0,2007.0
015f7a09-74e8-7d85-8bc9-025588443da9,374747000,9810977.0,SUN PLUS,3FQO4,PA,Panama (Republic of),"Cargo ships, all ships of this type",Wood Chips Carrier,199.96001,32.240002,49720.0,41267.0,2017.0
014e46f8-2b50-7fa5-837c-4f35983b7791,414742000,9606431.0,YU XIAO FENG,BRPL,CN,China (People's Republic of),"Cargo ships, all ships of this type",Bulk Carrier,225.0,32.259998,75397.0,40913.0,2012.0
014e46ea-2578-78ab-b72f-04e15fa31da8,354244000,9161833.0,ADVANTAGE,H3OU,PA,Panama (Republic of),"Cargo ships, all ships of this type",Cement Carrier,127.02,20.6,10645.0,7816.0,1997.0
0180873c-1b68-70b8-be29-d1cdcd1f2e44,413133000,9304813.0,XIN CHANG SHU,BPBG,CN,China (People's Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,279.89999,40.299999,69229.0,66452.0,2005.0
014e4702-9360-749a-86f3-a6f94e303949,538004727,9567037.0,JEWEL,V7YT2,MH,Marshall Islands (Republic of the),"Cargo ships, all ships of this type",Bulk Carrier,291.79999,45.0,175784.0,91971.0,2012.0
014e554b-d148-7763-b305-81353409f84e,413303010,9576480.0,HAI YANG SHI YOU 708,BFDL,CN,China (People's Republic of),Other types of ship,Research/Survey Vessel,105.0,25.370001,5139.0,7847.0,2011.0
019aae34-0c70-7ed4-bede-0a84f2fafa3f,574015308,9616670.0,VINACOMIN 030 01,XVOZ7,VN,Viet Nam (Socialist Republic of),"Cargo ships, all ships of this type",General Cargo,78.63,12.62,3109.0,1599.0,2021.0
019279d4-9178-7e44-bf55-e536c1c60c25,563243200,9950820.0,EVER WIZ,9V7802,SG,Singapore (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS",Container Ship,172.0,32.0,28011.0,27145.0,2024.0
014e46f8-2f38-7225-8e82-f1ad0c03080a,255799000,9360271.0,MSC CAPE III,CQMP,MH,Marshall Islands (Republic of the),"Cargo ships, all ships of this type",Container Ship,221.75,29.84,37908.0,28007.0,2007.0
014e58b4-77b8-7cf9-ac3d-06ccc8b463a0,215164000,9410727.0,CMA CGM ANDROMEDA,9HA4989,GB,United Kingdom of Great Britain and Northern Ireland,"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,363.0,45.599998,131263.0,131332.0,2009.0
014e4704-3940-7bf1-be90-0cc2cc4fa0e9,376212000,9313137.0,ASTERION,J8B6912,JP,Japan,"Tanker(s), all ships of this type",Crude Oil Tanker,333.0,60.0,302488.0,160134.0,2006.0
014e470b-1ee0-7c1e-add7-e9a30b4b9eee,311002417,9512018.0,KARVOUNIS,C6MD4,PA,Panama (Republic of),"Cargo ships, no additional information",Bulk Carrier,245.0,43.0,119454.0,64647.0,2012.0
014e4723-5de8-7d30-841f-038683cc90f5,636015142,9433846.0,FPMC 26,A8YV5,LR,Liberia (Republic of),"Tanker(s), all ships of this type",Oil Products Tanker,183.0,32.0,49998.0,28458.0,2011.0
014e4820-5f70-7b0c-9dba-118f378724b6,357395000,9689847.0,HERCULES OCEAN,3FPP4,SG,Singapore (Republic of),"Cargo ships, all ships of this type",Bulk Carrier,229.0,32.0,81084.0,43291.0,2014.0
0170566d-e6c0-7e33-bf35-f40c6adf3cbf,351753000,9875070.0,EVER CORE,3FHV8,PA,Panama (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS",Container Ship,172.0,28.0,22217.0,18658.0,2020.0
014e4c00-e560-7dc0-a27c-b2024c0c0500,636023135,9243813.0,YONG SHENG,5LMD5,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Cargo ships, all ships of this type",Heavy Lift Vessel,160.0,24.0,19461.0,14357.0,2002.0
014e46eb-b000-7c8c-9234-86e252ee7ec0,256213000,9674567.0,CMA CGM THAMES,9HA3851,MT,Malta,"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS",Container Ship,300.0,49.0,117103.0,96253.0,2015.0
014e46f8-2768-7c76-9026-716af6cb7730,538011924,9650793.0,VELOS TANZANITE,V7A3677,LR,Liberia (Republic of),"Cargo ships, all ships of this type",Bulk Carrier,235.0,38.0,95584.0,50626.0,2013.0
0166c28a-46f0-7017-a14a-674c4f8a9a56,477996186,9862126.0,GUO BAO,VRS5456,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Tanker(s), all ships of this type",Oil Products Tanker,38.0,9.0,439.0,474.0,2018.0
0186e7b8-4678-7c50-ab9f-c0f4416a2815,636023614,9555242.0,LITTLE WARRIOR,5LOO3,LR,Liberia (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category Y",Container Ship,172.0,28.0,,,
014e46f7-d560-7cea-bf0d-a8c769b42771,431868000,9293662.0,FREEDOM ACE,7KCB,PA,Panama (Republic of),"Cargo ships, all ships of this type",Vehicles Carrier,199.99001,32.259998,19093.0,60065.0,2005.0
014e47d6-bfc8-7437-8cc5-18071b1728e5,373579000,9289051.0,MSC GIANNINA II,3FIP4,MH,Marshall Islands (Republic of the),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X","Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",175.0,27.42,23679.0,18334.0,2004.0
017b7707-b518-7c11-9250-5f0e2073d9c5,636019900,9864588.0,YM COOPERATION,D5WR6,LR,Liberia (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS",Container Ship,209.75,32.799999,37435.0,32720.0,2021.0
017a45e0-3f10-70e5-bfcc-1535128fa7b2,352254000,9894686.0,MAERSK NORESUND,3FCY9,PA,Panama (Republic of),"Cargo ships, all ships of this type",Container Ship,171.92999,33.0,28697.0,25805.0,2021.0
0188171e-2e90-7f57-ad2d-8e0ea9a7cb8a,352005813,9965095.0,PACIFIC EAGLE,3E9005,MH,Marshall Islands (Republic of the),"Cargo ships, all ships of this type",General Cargo,127.0,20.0,14000.0,9937.0,2023.0
014e511d-fa60-775a-91a8-197d0ddb7272,477733100,9555606.0,ANGEL NO.3,VRGL9,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Tanker(s), carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Oil/Chemical Tanker,118.0,17.6,7682.0,5083.0,2010.0
0175684c-95f8-7bee-815a-4897d2879a20,563118300,9871464.0,WAN HAI 323,9V6493,SG,Singapore (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category Y",Container Ship,203.5,34.84,37160.0,30676.0,2020.0
014e57f5-4668-70f7-b53f-0862b7111170,636023420,9252553.0,MSC MAGNITUDE VII,5LNQ4,DE,Germany (Federal Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,299.98999,40.0,85810.0,75590.0,2003.0
018f382c-1c30-7933-817c-137aabcdc4b0,441669000,9978652.0,PEGASUS DREAM,DSAJ3,KR,Korea (Republic of),"Cargo ships, all ships of this type",Container Ship,146.5,24.0,13101.0,9924.0,2024.0
014e48e1-1b48-78af-890e-a12b4fc0629a,636013121,9334014.0,YM IMPROVEMENT,A8KS9,LR,Liberia (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS","Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS",171.89999,27.299999,21700.0,16472.0,2007.0
014e46f9-f070-79cf-a08a-9a8c3eea17c5,477167100,9595711.0,GREAT RICH,VRIN5,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Cargo ships, all ships of this type",Bulk Carrier,225.0,32.259998,75523.0,40913.0,2012.0
014e47ca-dcd0-7fb9-b3b9-88a7b5e6fb36,636017245,9139086.0,MSC POLO II,D5JY7,SG,Singapore (Republic of),"Cargo ships, all ships of this type",Container Ship,184.06,25.299999,22967.0,16661.0,2002.0
014e4712-27a8-7760-a69e-c9c066ae2b67,636021991,9315886.0,MSC NIMISHA III,5LGR4,MH,Marshall Islands (Republic of the),"Cargo ships, all ships of this type","Cargo ships, all ships of this type",222.17,30.030001,39200.0,28927.0,2005.0
014e4879-2dd0-7787-8333-072d18618487,563886000,9182033.0,KOTA AZAM,S6BL,SG,Singapore (Republic of),"Cargo ships, all ships of this type",Container Ship,182.83,28.0,23840.0,17652.0,1999.0
0164161b-43f8-7e25-af1b-a750c429f7ac,370700000,9787015.0,EVER BOOMY,HOGZ,AW,Netherlands (Kingdom of the) - Aruba,"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS",Container Ship,211.89999,33.0,37301.0,33266.0,2018.0
015c4781-6b78-78d4-920f-e14be60c7360,351385000,9805130.0,GOLDEN LEADER,3FGL9,PA,Panama (Republic of),"Tanker(s), carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category Y",Oil/Chemical Tanker,124.0,20.0,12495.0,7243.0,2017.0
014e48d5-8a58-7efd-b1dd-efc63cd0bcaf,477694500,9409493.0,DIAMOND EXPRESS,VRNJ5,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Tanker(s), no additional information",Oil Products Tanker,179.8,32.200001,45634.0,27976.0,2009.0
019b1cd9-03d8-7ba5-81f3-24820cb4af2e,477997306,1046465.0,LAI WAN II,VRS6531,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Cargo ships, all ships of this type",Container Ship,92.0,21.0,4050.0,4661.0,2026.0
01521b61-71c8-7019-88f3-f1bc754af977,636022586,9408085.0,SHIBUMI,5LJN3,MT,Malta,"Cargo ships, all ships of this type",Bulk Carrier,292.0,45.0,177899.0,91740.0,2010.0
014e4822-3fe8-7cb9-b9e2-7b03ef2e8e60,477712800,9695133.0,CSCL PACIFIC OCEAN,VRNV5,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,399.67001,58.73,184320.0,188638.0,2014.0
014e47ca-9298-7f00-9930-33caae3beeb3,352003257,9303883.0,VIET THUAN 56 02,3E7428,MH,Marshall Islands (Republic of the),"Cargo ships, all ships of this type",Bulk Carrier,189.99001,32.0,55709.0,30681.0,2006.0
017313d7-97b8-7435-8351-abf2f2744171,563109200,9858711.0,MAERSK DAVAO,9V6016,SG,Singapore (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS",Container Ship,185.99001,36.0,37511.0,32965.0,2020.0
014e46ed-4a28-719e-bf1d-e1b5f0dfa3d2,538006349,9723617.0,ALPHA ETHOS,V7ME7,MH,Marshall Islands (Republic of the),"Cargo ships, all ships of this type",Bulk Carrier,229.0,32.299999,81277.0,44069.0,2017.0
014e46f3-0eb8-733a-90bf-5306a5a76195,477847300,9600516.0,WHAMPOA,SSD,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),Tugs,Tugs,30.25,12.0,262.0,481.0,2011.0
016bc1bb-19e8-70bb-8148-7e82c3937fd1,563088700,9836658.0,CNC NEPTUNE,9V6193,SG,Singapore (Republic of),"Cargo ships, all ships of this type",Container Ship,172.0,28.0,22081.0,18652.0,2019.0
014e46ea-b9e8-7e24-8513-b2480a400a4e,477195500,9682564.0,SHENYANG,VRLS7,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),Not available,Tugs,32.5,10.5,,397.0,2013.0
016bc093-5ee0-7663-a1dc-ae66d07acdca,533131021,9813852.0,MTT SAISUNEE,9MRO9,MY,Malaysia,"Cargo ships, all ships of this type",Container Ship,159.92999,24.82,16000.0,13059.0,2019.0
014e46f7-4ca8-71d8-b8c3-6bcedb3c1f85,352006121,9585584.0,GALAXY SKY,3E8575,PA,Panama (Republic of),"Cargo ships, all ships of this type",General Cargo,110.0,19.0,8969.0,7141.0,2010.0
0192e06a-ca60-766d-a222-d76e2ee4de83,477231400,9834674.0,GUILIN,VRRV7,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),Other types of ship,Tugs,27.0,11.0,,334.0,2018.0
014e46f2-a928-70ec-9c30-f36197e0efb7,565004000,9294874.0,PORT KELANG EXPRESS,S6AV3,SG,Singapore (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category Y",Container Ship,268.79999,32.200001,52146.0,42894.0,2005.0
01591a98-1e70-766a-b801-c6bba6ceae44,636017768,9772230.0,KMTC LAEM CHABANG,D5MP9,LR,Liberia (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,172.2,27.5,21682.0,18318.0,2017.0
014e46f5-06a0-7b4f-8f8c-5957084ee84e,477995233,9637985.0,CARHING,VRJR9,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Tanker(s), no additional information",Oil Products Tanker,70.0,20.0,,,
014e46ea-e4e0-7df8-a473-524471254f95,255806449,9362449.0,MSC BERN V,CQEP6,LR,Liberia (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,260.89001,32.310001,55301.0,40807.0,2008.0
014e4bc8-7040-7968-aece-df1c38d8957a,413268570,9672569.0,JIN HAI LAN,BPSB,CN,China (People's Republic of),"Tanker(s), carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category Y",Oil/Chemical Tanker,121.82,17.52,7900.0,5738.0,2013.0
